TNAP at Infection;Time,hpi;Average Mean Intensity;StdDev
10334.65298;13;0.00140494;1.93736E-06
10334.65298;14;0.001402749;2.39985E-06
10334.65298;15;0.001397723;1.78999E-06
10334.65298;16;0.001402851;1.87052E-06
10334.65298;17;0.001402621;1.76589E-06
10334.65298;18;0.001405542;1.9924E-06
10334.65298;19;0.001401292;1.96985E-06
10334.65298;20;0.001401408;1.6794E-06
10334.65298;21;0.001402278;2.07863E-06
10334.65298;22;0.00140373;1.55852E-06
10334.65298;23;0.00140136;1.95988E-06
10334.65298;24;0.001400077;2.32447E-06
10334.65298;25;0.001399876;2.05199E-06
10334.65298;26;0.00140473;1.65284E-06
10334.65298;27;0.001404574;2.48097E-06
10334.65298;28;0.001403239;2.21947E-06
10334.65298;29;0.001402714;2.12346E-06
10334.65298;30;0.001400875;2.41639E-06
10334.65298;31;0.001399909;1.85132E-06
10334.65298;32;0.001400688;2.05612E-06
10334.65298;33;0.001398609;2.26829E-06
10334.65298;34;0.001398127;2.00801E-06
10334.65298;35;0.001399987;1.88277E-06
10334.65298;36;0.001401231;2.11824E-06
10334.65298;37;0.0013988;1.99814E-06
10334.65298;38;0.001400705;1.60043E-06
10334.65298;39;0.001401613;2.32983E-06
10334.65298;40;0.001401175;1.39698E-06
10334.65298;41;0.001400051;1.79501E-06
10334.65298;42;0.001401341;2.14162E-06
10334.65298;43;0.001402209;1.58642E-06
10334.65298;44;0.001402859;2.38401E-06
10334.65298;45;0.001401228;1.68691E-06
10334.65298;46;0.001398198;2.12259E-06
10334.65298;47;0.001397775;2.03035E-06
10334.65298;48;0.001396445;1.44042E-06
10334.65298;49;0.001397604;2.13152E-06
10334.65298;50;0.001397105;1.90256E-06
10334.65298;51;0.001396155;2.27974E-06
10334.65298;52;0.001397737;1.73415E-06
10334.65298;53;0.001397296;1.94983E-06
10334.65298;54;0.001398841;2.18717E-06
10334.65298;55;0.001396276;1.8469E-06
10334.65298;56;0.001396401;1.75896E-06
10334.65298;57;0.001395031;2.14491E-06
10334.65298;58;0.001394651;2.22667E-06
10334.65298;59;0.001394577;2.64042E-06
10334.65298;60;0.001393673;2.13694E-06
10334.65298;61;0.001391068;2.20283E-06
10334.65298;62;0.001386976;1.77959E-06
10334.65298;63;0.001379675;1.24701E-06
10334.65298;64;0.001377069;1.51423E-06
10334.65298;65;0.001380554;1.4397E-06
10334.65298;66;0.001379555;1.34009E-06
10334.65298;67;0.001379871;2.06552E-06
10334.65298;68;0.001384112;1.23744E-06
10334.65298;69;0.001385309;1.54864E-06
10334.65298;70;0.001387061;2.41504E-06
10334.65298;71;0.00138902;1.47714E-06
10334.65298;72;0.001387826;1.93599E-06
